transaction_id,transaction_date,transaction_amount,transaction_fee,transaction_status,fraud_flag,customer_id,customer_type,merchant_id,merchant_category,payment_method,country
3570,2023-09-21,181.11,0.65,Success,0,6639,New,522,Travel,PayPal Balance,IT
3571,2023-10-09,78.91,2.67,Success,0,2539,Existing,692,Subscriptions,Bank Transfer,CA
3572,2023-04-23,283.84,2.74,Success,0,7588,Existing,267,Subscriptions,Bank Transfer,FR
3573,2023-11-23,241.37,3.3,Success,0,4315,Existing,477,Retail,PayPal Balance,DE
3574,2023-01-30,298.84,2.11,Success,0,3414,Existing,615,Subscriptions,PayPal Balance,FR
3575,2023-05-15,522.49,0.81,Success,1,7640,Existing,323,Gaming,Debit Card,FR
3576,2023-03-08,309.3,1.95,Success,0,3877,New,456,Subscriptions,Debit Card,TN
3577,2023-03-06,190.68,1.48,Success,0,8726,Existing,610,Travel,Debit Card,UK
3578,2023-10-19,23.83,4.04,Failed,0,6412,Existing,549,Travel,Bank Transfer,UK
3579,2023-01-25,653.32,4.46,Success,0,4080,Existing,695,Retail,Credit Card,DE
3580,2023-02-06,414.06,1.28,Success,0,7082,Existing,216,Travel,Credit Card,USA
3581,2023-01-01,358.76,3.24,Success,0,6673,Existing,329,Retail,PayPal Balance,ES
3582,2023-02-06,228.63,1.4,Success,0,2458,Existing,750,Retail,Credit Card,IT
3583,2023-05-21,239.81,4.24,Success,0,3965,New,239,Travel,Bank Transfer,USA
3584,2023-08-20,137.31,3.97,Success,0,8367,Existing,676,E-commerce,Bank Transfer,IT
3585,2023-05-16,256.45,3.12,Failed,0,2508,Existing,798,E-commerce,Debit Card,UK
3586,2023-07-07,244.37,1.93,Success,0,3229,Existing,321,E-commerce,Credit Card,TN
3587,2023-05-08,319.69,4.92,Success,0,5941,Existing,520,Gaming,Credit Card,USA
3588,2023-07-20,311.92,3.41,Failed,0,5471,Existing,542,E-commerce,Credit Card,UK
3589,2023-05-07,147.08,3.82,Success,0,4581,Existing,571,Gaming,Bank Transfer,FR
3590,2023-09-14,178.16,4.46,Success,0,4845,Existing,745,E-commerce,PayPal Balance,USA
3591,2023-06-13,276.54,4.21,Success,0,1595,New,546,Subscriptions,Debit Card,CA
3592,2023-02-04,520.67,4.19,Success,0,7420,Existing,730,Subscriptions,Debit Card,UK
3593,2023-07-13,44.57,1.64,Failed,0,3001,New,442,Retail,PayPal Balance,TN
3594,2023-07-10,360.06,1.92,Failed,0,6622,New,447,E-commerce,Credit Card,USA
3595,2023-04-14,324.44,2.27,Success,0,6111,New,301,Gaming,Bank Transfer,CA
3596,2023-01-23,425.51,4.63,Refunded,0,8517,Existing,397,Travel,Debit Card,ES
3597,2023-09-22,260.25,0.76,Success,0,8619,New,484,Subscriptions,PayPal Balance,DE
3598,2023-10-17,153.76,1.67,Success,0,3106,Existing,760,Gaming,Debit Card,TN
3599,2023-09-17,203.2,2.49,Success,0,3304,New,633,E-commerce,PayPal Balance,USA
3600,2023-12-24,276.38,3.72,Success,0,7430,Existing,476,Retail,Credit Card,TN
3601,2023-03-16,63.17,1.23,Success,0,7428,New,676,Travel,PayPal Balance,FR
3602,2023-12-21,314.37,2.78,Success,0,7474,Existing,491,Retail,PayPal Balance,USA
3603,2023-03-13,289.51,2.01,Failed,0,8423,Existing,208,E-commerce,Debit Card,CA
3604,2023-09-16,347.25,1.47,Success,0,7766,Existing,730,Gaming,Debit Card,FR
3605,2023-07-07,195.65,0.78,Failed,0,5217,Existing,225,Travel,Credit Card,ES
3606,2023-06-22,657.89,4.2,Success,0,7846,New,717,Retail,Debit Card,IT
3607,2023-10-17,10.26,3.58,Success,0,7392,Existing,360,Subscriptions,Bank Transfer,DE
3608,2023-02-14,325.95,1.76,Success,0,7391,Existing,494,Gaming,Bank Transfer,CA
3609,2023-03-02,379.67,2.25,Success,0,6622,Existing,623,Retail,Bank Transfer,ES
3610,2023-03-24,233.27,2.97,Failed,0,8390,New,390,E-commerce,Debit Card,USA
3611,2023-05-03,209.46,1.95,Success,0,2418,Existing,499,Gaming,Credit Card,CA
3612,2023-12-24,514.32,1.34,Success,0,7933,Existing,264,Retail,Bank Transfer,DE
3613,2023-01-16,425.82,1.45,Success,0,2728,New,244,Travel,Credit Card,CA
3614,2023-03-07,172.76,4.33,Success,0,6317,Existing,623,Retail,Credit Card,DE
3615,2023-05-25,119.31,2.68,Success,0,6599,New,624,Gaming,PayPal Balance,CA
3616,2023-06-11,370.85,2.62,Success,0,8696,Existing,206,E-commerce,Credit Card,USA
3617,2023-08-22,271.13,2.24,Success,0,2696,Existing,650,Retail,Bank Transfer,TN
3618,2023-05-24,555.23,3.75,Refunded,0,4131,Existing,640,E-commerce,PayPal Balance,TN
3619,2023-12-24,67.38,4.23,Refunded,0,3383,Existing,520,Retail,Bank Transfer,CA
3620,2023-07-07,35.4,3.74,Success,0,6687,New,393,Subscriptions,Bank Transfer,CA
3621,2023-11-18,202.32,2.68,Success,0,8494,Existing,379,E-commerce,Debit Card,CA
3622,2023-01-13,504.59,1.4,Success,0,4007,Existing,348,E-commerce,Debit Card,USA
3623,2023-07-03,285.44,2.94,Success,0,1732,Existing,401,Travel,Bank Transfer,DE
3624,2023-04-21,163.65,3.77,Success,0,7483,Existing,762,Retail,Credit Card,FR
3625,2023-10-17,316.51,2.36,Success,0,3155,Existing,765,E-commerce,Debit Card,FR
3626,2023-10-22,379.49,4.96,Success,0,6807,Existing,201,Gaming,Debit Card,UK
3627,2023-08-03,323.41,4.71,Success,0,3631,New,253,Gaming,PayPal Balance,IT
3628,2023-04-30,672.95,4.7,Success,0,2891,New,697,E-commerce,Debit Card,FR
3629,2023-02-24,478.68,3.17,Success,0,4900,Existing,597,E-commerce,Debit Card,TN
3630,2023-01-27,528.56,2.99,Success,0,1308,Existing,725,E-commerce,Credit Card,ES
3631,2023-04-28,92.21,2.9,Success,0,6150,New,611,Retail,Credit Card,ES
3632,2023-08-09,106.83,2.61,Success,0,5845,Existing,495,Subscriptions,PayPal Balance,CA
3633,2023-08-19,404.09,1.22,Success,0,6212,Existing,255,Travel,Debit Card,IT
3634,2023-02-22,375.95,4.45,Success,1,6465,Existing,255,E-commerce,PayPal Balance,IT
3635,2023-10-22,89.83,4.18,Success,0,7777,Existing,736,Retail,PayPal Balance,IT
3636,2023-11-17,241.03,3.84,Success,0,8029,New,272,Gaming,Debit Card,DE
3637,2023-08-21,259.16,3.6,Success,0,5886,Existing,606,Subscriptions,Credit Card,ES
3638,2023-06-07,265.34,2.6,Success,0,7120,Existing,711,Retail,Debit Card,TN
3639,2023-09-26,838.52,4.98,Success,0,1510,Existing,749,Retail,Credit Card,ES
3640,2023-01-21,643.91,2.48,Success,0,8806,Existing,577,Travel,PayPal Balance,TN
3641,2023-02-22,119.85,1.68,Success,0,6842,Existing,483,Gaming,Bank Transfer,IT
3642,2023-10-02,450.33,2.0,Success,0,2678,Existing,249,Travel,PayPal Balance,ES
3643,2023-11-09,113.33,3.72,Success,0,5038,Existing,752,Travel,Credit Card,USA
3644,2023-10-08,342.93,1.86,Success,0,3284,New,388,Retail,Debit Card,UK
3645,2023-08-02,365.02,3.51,Success,0,2375,Existing,216,E-commerce,Debit Card,ES
3646,2023-01-31,130.4,3.7,Success,0,5704,New,661,Subscriptions,PayPal Balance,CA
3647,2023-12-03,141.05,4.57,Success,0,6512,Existing,567,Subscriptions,Debit Card,DE
3648,2023-07-02,343.61,2.57,Success,0,5199,New,722,Retail,Debit Card,CA
3649,2023-01-23,487.43,2.7,Success,0,6892,Existing,390,Retail,Bank Transfer,IT
3650,2023-02-01,402.51,0.81,Success,0,5244,Existing,262,E-commerce,PayPal Balance,FR
3651,2023-03-15,262.43,1.29,Refunded,0,2647,Existing,643,E-commerce,Credit Card,CA
3652,2023-01-10,222.29,1.64,Success,0,6352,Existing,756,Retail,Bank Transfer,USA
3653,2023-02-23,146.74,4.69,Success,0,4514,Existing,421,Gaming,Debit Card,TN
3654,2023-02-21,245.97,3.38,Success,0,6779,New,680,Retail,Debit Card,TN
3655,2023-05-28,61.8,4.56,Success,0,1288,Existing,228,Travel,Bank Transfer,CA
3656,2023-06-09,47.87,1.91,Failed,0,7036,Existing,237,Travel,Bank Transfer,TN
3657,2023-01-14,188.11,1.98,Success,0,7873,Existing,283,Retail,Bank Transfer,CA
3658,2023-06-27,255.34,2.74,Success,0,8534,Existing,572,E-commerce,PayPal Balance,USA
3659,2023-02-22,519.99,3.47,Success,0,5062,Existing,270,Gaming,Debit Card,IT
3660,2023-12-01,366.51,1.16,Success,0,4288,Existing,713,Travel,Debit Card,FR
3661,2023-01-22,120.1,1.28,Success,0,7087,Existing,335,E-commerce,Credit Card,DE
3662,2023-01-30,418.3,4.11,Success,0,4969,New,716,Retail,Bank Transfer,ES
3663,2023-07-10,117.29,4.38,Success,0,7428,Existing,202,E-commerce,Credit Card,USA
3664,2023-09-17,190.86,0.53,Success,0,3660,Existing,286,Retail,Debit Card,USA
3665,2023-07-24,147.26,3.69,Success,0,2810,Existing,205,Travel,Bank Transfer,FR
3666,2023-02-28,201.29,2.11,Success,0,4336,Existing,782,Subscriptions,PayPal Balance,CA
3667,2023-09-21,780.21,2.04,Success,1,5890,Existing,513,Gaming,Debit Card,CA
3668,2023-01-12,283.8,3.01,Failed,0,8267,Existing,781,Retail,Credit Card,ES
3669,2023-04-29,931.45,3.9,Success,0,8019,New,682,Retail,Credit Card,USA
3670,2023-10-17,87.95,4.68,Success,0,2396,New,228,Subscriptions,PayPal Balance,FR
3671,2023-12-04,95.07,0.55,Success,0,2182,New,483,Retail,Credit Card,FR
3672,2023-09-05,437.0,1.7,Success,0,3499,Existing,537,Travel,Credit Card,ES
3673,2023-12-20,254.9,2.24,Success,0,6589,Existing,601,E-commerce,Bank Transfer,IT
3674,2023-05-07,129.92,0.85,Success,0,4564,Existing,320,Gaming,Credit Card,DE
3675,2023-03-16,261.9,0.66,Success,0,4214,New,269,Gaming,Bank Transfer,ES
3676,2023-12-27,63.9,4.97,Success,0,6686,Existing,737,E-commerce,Bank Transfer,TN
3677,2023-07-23,229.1,3.41,Refunded,0,6178,Existing,248,Travel,PayPal Balance,FR
3678,2023-02-18,58.45,1.71,Success,0,4900,Existing,550,Travel,Bank Transfer,IT
3679,2023-03-20,253.29,2.19,Success,0,5879,New,511,Travel,Bank Transfer,DE
3680,2023-08-29,123.19,3.68,Success,0,1719,Existing,317,Retail,PayPal Balance,UK
3681,2023-12-15,137.58,1.15,Success,0,3203,New,796,Gaming,Credit Card,CA
3682,2023-06-03,591.06,2.41,Failed,0,2040,Existing,653,Gaming,Credit Card,ES
3683,2023-10-01,216.78,4.39,Refunded,0,8825,Existing,224,Retail,Credit Card,ES
3684,2023-04-06,107.94,1.72,Success,0,2218,Existing,494,Gaming,Debit Card,IT
3685,2023-08-02,542.85,1.28,Success,0,1101,New,598,Subscriptions,Credit Card,DE
3686,2023-10-21,116.02,4.48,Failed,0,7791,Existing,224,Travel,PayPal Balance,DE
3687,2023-07-28,173.65,4.78,Success,0,1151,Existing,748,Retail,Bank Transfer,DE
3688,2023-12-09,146.52,4.46,Success,0,3284,Existing,738,Retail,Debit Card,CA
3689,2023-03-29,252.98,4.65,Failed,0,3154,New,236,Gaming,Bank Transfer,DE
3690,2023-11-02,618.67,2.33,Success,1,5277,Existing,508,Subscriptions,Bank Transfer,TN
3691,2023-09-21,506.9,2.61,Success,0,2772,Existing,544,E-commerce,Credit Card,ES
3692,2023-11-21,100.06,3.29,Success,0,8570,Existing,309,Retail,Debit Card,UK
3693,2023-11-16,279.94,0.76,Success,0,8026,New,287,Gaming,Debit Card,USA
3694,2023-06-06,204.52,3.57,Success,0,3971,Existing,305,E-commerce,Bank Transfer,IT
3695,2023-06-05,173.67,2.94,Success,0,3006,New,509,Subscriptions,PayPal Balance,ES
3696,2023-05-19,632.88,4.72,Success,0,1214,Existing,313,Subscriptions,Debit Card,USA
3697,2023-05-01,569.13,2.95,Success,0,8734,New,584,Subscriptions,Credit Card,IT
3698,2023-03-06,250.21,4.96,Success,0,8491,New,559,Retail,Credit Card,DE
3699,2023-04-17,214.81,4.86,Success,0,2252,Existing,459,Travel,Credit Card,ES
3700,2023-05-27,344.64,2.31,Success,0,5195,New,399,Retail,Credit Card,FR
3701,2023-05-17,255.22,0.66,Failed,0,8691,Existing,496,Travel,PayPal Balance,UK
3702,2023-06-11,585.02,4.13,Success,0,8689,New,729,Subscriptions,Credit Card,IT
3703,2023-04-10,296.73,4.34,Success,0,7777,Existing,703,Retail,Credit Card,FR
3704,2023-12-04,1018.77,2.99,Success,1,1567,New,643,Retail,Bank Transfer,ES
3705,2023-11-03,252.45,3.8,Success,0,7175,Existing,267,Subscriptions,Credit Card,ES
3706,2023-05-21,222.23,2.65,Failed,0,2762,Existing,252,Gaming,PayPal Balance,USA
3707,2023-03-24,123.09,3.35,Success,0,1122,Existing,226,Travel,PayPal Balance,FR
3708,2023-06-26,209.04,2.8,Success,0,4365,Existing,364,E-commerce,Credit Card,CA
3709,2023-07-17,112.83,2.66,Success,0,6930,Existing,516,E-commerce,Debit Card,USA
3710,2023-04-22,113.87,4.19,Failed,0,1529,Existing,303,Subscriptions,PayPal Balance,UK
3711,2023-02-25,263.21,1.31,Success,0,2725,New,390,Gaming,Debit Card,TN
3712,2023-06-28,406.13,2.41,Success,0,1548,Existing,511,Retail,PayPal Balance,IT
3713,2023-07-05,244.79,3.53,Success,0,6677,New,554,Retail,PayPal Balance,ES
3714,2023-08-06,404.68,4.94,Success,0,6697,New,317,Travel,Bank Transfer,DE
3715,2023-11-12,395.9,3.07,Success,0,6838,New,249,E-commerce,PayPal Balance,TN
3716,2023-08-05,260.89,2.98,Success,1,2418,New,394,Travel,Debit Card,CA
3717,2023-04-30,168.89,2.79,Success,0,5559,Existing,270,Travel,Debit Card,CA
3718,2023-06-24,455.51,0.73,Success,0,7368,Existing,279,Subscriptions,PayPal Balance,TN
3719,2023-01-23,255.62,3.43,Success,0,6241,Existing,367,E-commerce,Bank Transfer,UK
3720,2023-08-01,275.46,4.84,Success,0,3558,Existing,772,E-commerce,Credit Card,DE
3721,2023-08-23,579.72,3.75,Success,0,4746,New,604,Travel,Bank Transfer,FR
3722,2023-01-13,74.97,1.94,Success,0,7029,Existing,286,Retail,Bank Transfer,ES
3723,2023-04-11,589.19,3.46,Success,0,5287,Existing,418,Retail,Debit Card,FR
3724,2023-01-24,574.08,2.77,Success,0,4037,Existing,334,Retail,PayPal Balance,USA
3725,2023-12-30,224.0,3.5,Failed,0,8699,Existing,246,Gaming,Debit Card,UK
3726,2023-01-11,256.67,4.99,Refunded,0,4958,Existing,274,Travel,PayPal Balance,IT
3727,2023-09-30,308.86,3.24,Success,0,5813,Existing,708,Retail,PayPal Balance,FR
3728,2023-10-08,43.33,0.59,Success,0,3833,Existing,612,Retail,Credit Card,FR
3729,2023-04-04,479.01,1.64,Success,0,5258,New,427,Subscriptions,PayPal Balance,USA
3730,2023-07-20,144.48,2.41,Failed,0,6461,New,721,E-commerce,Credit Card,FR
3731,2023-01-21,196.07,0.81,Success,0,6873,Existing,258,Gaming,Debit Card,FR
3732,2023-12-06,708.78,2.58,Success,0,2710,Existing,382,Gaming,Bank Transfer,USA
3733,2023-07-30,273.81,2.53,Success,0,3018,Existing,207,E-commerce,Bank Transfer,USA
3734,2023-05-20,422.72,4.45,Success,0,6198,Existing,580,E-commerce,Debit Card,IT
3735,2023-10-20,552.42,1.8,Success,0,8022,Existing,694,E-commerce,PayPal Balance,UK
3736,2023-10-25,131.83,2.34,Success,0,7492,New,520,Subscriptions,Debit Card,DE
3737,2023-04-11,114.56,1.56,Success,0,6021,Existing,257,Subscriptions,Bank Transfer,USA
3738,2023-10-31,630.63,4.1,Failed,0,1660,New,469,Retail,PayPal Balance,UK
3739,2023-12-25,297.76,4.06,Success,0,4811,Existing,753,Subscriptions,PayPal Balance,IT
3740,2023-01-28,399.6,4.75,Failed,0,4658,Existing,543,Retail,PayPal Balance,TN
3741,2023-02-10,423.18,4.24,Success,0,7973,New,245,Retail,PayPal Balance,DE
3742,2023-12-21,300.55,4.13,Success,0,3388,New,769,Subscriptions,Bank Transfer,TN
3743,2023-10-30,202.85,1.56,Success,0,2831,New,300,Travel,Bank Transfer,UK
3744,2023-05-26,526.33,3.58,Success,0,4036,New,714,E-commerce,Debit Card,IT
3745,2023-09-13,175.41,0.69,Success,0,7074,Existing,443,Retail,Credit Card,ES
3746,2023-08-15,425.4,0.6,Success,0,8812,New,582,Travel,Credit Card,UK
3747,2023-08-24,632.06,1.87,Success,0,3259,Existing,604,Travel,Debit Card,CA
3748,2023-12-27,170.94,4.41,Success,0,5270,Existing,250,Gaming,PayPal Balance,FR
3749,2023-01-13,1037.53,1.74,Failed,0,2738,New,348,Subscriptions,PayPal Balance,DE
3750,2023-07-29,120.63,4.68,Success,0,8573,Existing,575,E-commerce,Credit Card,ES
3751,2023-08-17,228.02,1.49,Success,1,6784,Existing,370,Travel,PayPal Balance,UK
3752,2023-04-10,224.06,0.71,Success,0,5079,Existing,751,Travel,PayPal Balance,UK
3753,2023-01-31,345.24,3.17,Success,0,2973,Existing,694,E-commerce,Bank Transfer,TN
3754,2023-01-16,139.06,4.18,Failed,0,4140,Existing,725,Retail,Bank Transfer,DE
3755,2023-05-17,363.27,3.07,Success,0,4230,Existing,348,E-commerce,Bank Transfer,IT
3756,2023-11-25,541.14,2.77,Success,0,3156,Existing,436,Subscriptions,PayPal Balance,CA
3757,2023-06-15,235.66,2.48,Success,0,5953,Existing,377,E-commerce,PayPal Balance,IT
3758,2023-11-06,161.67,3.72,Success,0,5479,New,684,E-commerce,Bank Transfer,DE
3759,2023-04-10,74.18,4.85,Success,0,2788,Existing,659,Subscriptions,PayPal Balance,CA
3760,2023-04-19,307.5,1.91,Success,0,1658,New,333,E-commerce,Debit Card,USA
3761,2023-12-09,453.82,2.04,Success,0,4002,New,641,Gaming,PayPal Balance,IT
3762,2023-06-22,86.97,0.8,Success,0,3125,Existing,537,E-commerce,Debit Card,UK
3763,2023-08-25,91.27,1.24,Success,0,5908,New,411,Subscriptions,Bank Transfer,ES
3764,2023-06-11,432.65,2.87,Success,0,4992,Existing,479,Travel,Debit Card,CA
3765,2023-08-04,331.89,1.92,Success,0,1259,Existing,623,Subscriptions,Credit Card,IT
3766,2023-09-21,138.23,4.19,Success,0,7954,Existing,290,Subscriptions,Bank Transfer,CA
3767,2023-09-20,264.12,3.3,Success,0,2669,Existing,743,Travel,PayPal Balance,IT
3768,2023-10-19,219.84,3.79,Failed,0,3176,New,350,Gaming,Debit Card,TN
3769,2023-10-01,292.48,2.49,Success,0,4957,Existing,434,Gaming,Credit Card,UK
3770,2023-01-03,312.65,0.95,Success,0,4834,New,499,Gaming,Credit Card,USA
3771,2023-01-28,256.29,3.03,Success,0,3229,New,655,Retail,Debit Card,DE
3772,2023-11-22,210.79,1.67,Success,0,5431,Existing,698,E-commerce,Credit Card,IT
3773,2023-05-29,389.21,2.85,Success,0,5695,Existing,751,Travel,Bank Transfer,USA
3774,2023-01-28,306.81,1.0,Success,0,8783,New,210,Travel,PayPal Balance,IT
3775,2023-11-06,357.91,4.01,Success,0,3021,Existing,553,E-commerce,PayPal Balance,IT
3776,2023-03-06,534.3,2.3,Success,0,7602,Existing,241,Subscriptions,Credit Card,FR
3777,2023-12-22,412.96,3.49,Success,0,7803,New,692,Gaming,Bank Transfer,UK
3778,2023-01-21,476.72,2.72,Success,0,3949,Existing,490,E-commerce,Credit Card,DE
3779,2023-09-09,197.25,2.6,Success,0,4802,Existing,377,Subscriptions,Credit Card,IT
3780,2023-08-23,165.41,2.22,Success,0,5093,New,617,Retail,Credit Card,FR
3781,2023-08-15,411.03,2.67,Success,0,4771,Existing,451,Travel,Debit Card,CA
3782,2023-01-13,661.88,3.26,Failed,0,7460,Existing,792,E-commerce,Debit Card,TN
3783,2023-11-09,575.41,1.51,Success,0,7916,Existing,694,Travel,PayPal Balance,ES
3784,2023-02-18,222.29,3.72,Success,0,2967,Existing,683,Travel,PayPal Balance,TN
3785,2023-04-28,909.9,2.69,Success,0,4445,New,435,E-commerce,PayPal Balance,ES
3786,2023-02-23,388.47,3.28,Success,0,2320,Existing,520,Gaming,Bank Transfer,UK
3787,2023-05-18,110.69,2.63,Refunded,0,6092,New,343,Subscriptions,Debit Card,USA
3788,2023-02-22,173.65,1.24,Success,0,1380,New,506,Gaming,PayPal Balance,CA
3789,2023-02-13,148.59,1.97,Success,0,2471,Existing,290,Subscriptions,Debit Card,TN
3790,2023-10-30,167.41,2.03,Failed,0,2711,Existing,639,Gaming,Bank Transfer,USA
3791,2023-02-22,246.64,2.32,Success,0,8380,Existing,522,Subscriptions,Debit Card,USA
3792,2023-03-15,58.62,1.94,Success,0,3104,New,754,Retail,Debit Card,USA
3793,2023-02-15,141.65,3.54,Success,0,5999,New,274,Subscriptions,Bank Transfer,CA
3794,2023-01-13,583.13,4.97,Failed,0,1657,Existing,596,Subscriptions,Credit Card,ES
3795,2023-06-14,535.14,3.68,Failed,0,8953,Existing,360,Subscriptions,Bank Transfer,USA
3796,2023-04-12,539.03,4.82,Failed,0,6336,Existing,476,E-commerce,PayPal Balance,IT
3797,2023-10-07,344.59,3.82,Success,0,7563,Existing,215,Travel,PayPal Balance,CA
3798,2023-09-15,368.3,3.14,Success,0,8256,Existing,359,E-commerce,Debit Card,CA
3799,2023-12-03,276.0,3.68,Success,0,6253,Existing,775,E-commerce,PayPal Balance,CA
3800,2023-12-22,18.24,4.18,Success,0,6052,New,682,Gaming,Credit Card,UK
3801,2023-05-18,110.64,4.25,Success,0,3555,Existing,374,Retail,Debit Card,DE
3802,2023-06-12,113.49,1.08,Success,0,3781,Existing,706,Retail,Debit Card,USA
3803,2023-04-21,364.65,3.31,Success,0,1077,Existing,649,Retail,Credit Card,USA
3804,2023-04-12,717.58,1.22,Success,0,8702,Existing,436,Gaming,PayPal Balance,TN
3805,2023-01-17,423.84,3.79,Success,0,6136,New,462,Subscriptions,Debit Card,UK
3806,2023-09-25,579.81,0.52,Success,0,8856,Existing,258,Travel,PayPal Balance,FR
3807,2023-07-01,440.69,3.39,Success,0,8051,Existing,594,Retail,Bank Transfer,TN
3808,2023-01-24,173.09,0.72,Success,0,8623,Existing,514,E-commerce,Credit Card,USA
3809,2023-01-29,251.11,4.55,Success,0,4407,Existing,614,Retail,Debit Card,FR
3810,2023-06-20,246.72,3.85,Success,0,8427,New,202,Retail,Debit Card,CA
3811,2023-08-16,145.53,4.64,Success,1,7400,New,372,Travel,Credit Card,CA
3812,2023-07-07,65.16,2.68,Success,0,2899,Existing,418,Retail,PayPal Balance,UK
3813,2023-12-12,360.76,0.51,Refunded,0,8976,Existing,715,Gaming,Debit Card,UK
3814,2023-08-18,586.72,4.7,Success,0,7760,New,244,Travel,Credit Card,DE
3815,2023-11-17,306.9,1.71,Failed,0,1655,Existing,450,Gaming,Debit Card,IT
3816,2023-12-06,430.92,2.01,Success,0,6665,New,608,Gaming,Bank Transfer,CA
3817,2023-04-29,145.81,2.99,Success,0,6484,New,604,Travel,Bank Transfer,CA
3818,2023-06-05,197.58,1.48,Success,0,5483,Existing,597,Gaming,Credit Card,IT
3819,2023-09-29,245.79,4.82,Refunded,0,1811,Existing,439,Retail,PayPal Balance,USA
3820,2023-06-24,236.76,1.08,Success,0,4331,Existing,388,Subscriptions,Debit Card,DE
3821,2023-04-14,358.21,2.0,Success,0,2333,New,464,Travel,Bank Transfer,DE
3822,2023-04-02,145.61,4.83,Success,0,5538,New,367,E-commerce,Bank Transfer,DE
3823,2023-07-05,126.59,4.96,Success,0,4824,Existing,362,Subscriptions,Bank Transfer,TN
3824,2023-10-10,141.81,3.39,Success,0,6970,Existing,400,Subscriptions,PayPal Balance,ES
3825,2023-06-30,479.16,4.03,Success,0,1851,Existing,531,Retail,Credit Card,IT
3826,2023-06-19,363.95,3.1,Success,0,2449,New,795,Gaming,PayPal Balance,CA
3827,2023-07-06,155.46,2.59,Success,0,7929,Existing,592,Gaming,Bank Transfer,UK
3828,2023-06-24,65.9,2.06,Success,0,1118,New,404,Gaming,Debit Card,DE
3829,2023-08-10,240.9,1.56,Failed,0,3768,New,453,Travel,Credit Card,CA
3830,2023-08-21,237.04,1.7,Success,0,2178,Existing,544,E-commerce,PayPal Balance,TN
3831,2023-06-11,210.42,2.69,Success,0,3661,Existing,371,Gaming,Credit Card,FR
3832,2023-05-14,200.45,4.74,Success,1,5886,Existing,587,Subscriptions,PayPal Balance,TN
3833,2023-08-12,598.19,4.42,Success,0,6959,Existing,207,Subscriptions,PayPal Balance,FR
3834,2023-06-02,175.32,1.97,Success,0,2730,Existing,702,E-commerce,Credit Card,UK
3835,2023-02-02,361.2,4.78,Failed,0,6439,Existing,311,Retail,Bank Transfer,IT
3836,2023-02-24,151.93,1.21,Failed,0,6418,Existing,622,E-commerce,Debit Card,CA
3837,2023-01-07,343.25,2.94,Success,0,6402,Existing,478,E-commerce,Debit Card,IT
3838,2023-09-01,150.29,3.6,Success,0,1276,Existing,373,Subscriptions,Bank Transfer,UK
3839,2023-11-09,95.21,4.74,Success,0,8344,Existing,670,Gaming,PayPal Balance,UK
3840,2023-05-06,35.44,1.56,Success,0,4801,Existing,798,Travel,Credit Card,UK
3841,2023-01-12,219.93,1.89,Success,0,7772,New,535,Retail,Bank Transfer,FR
3842,2023-01-16,251.4,1.03,Success,0,8332,Existing,583,Travel,Bank Transfer,USA
3843,2023-07-27,237.81,2.01,Success,0,1059,New,246,E-commerce,Debit Card,TN
3844,2023-02-12,278.08,4.27,Success,0,3725,New,315,Retail,Credit Card,CA
3845,2023-05-15,220.08,2.37,Success,1,6163,Existing,677,Gaming,Credit Card,USA
3846,2023-08-16,234.74,4.95,Success,0,3997,Existing,605,Gaming,Debit Card,ES
3847,2023-04-21,197.82,2.28,Success,0,2431,Existing,798,Travel,Debit Card,DE
3848,2023-11-03,123.89,3.73,Success,0,8922,Existing,670,E-commerce,Debit Card,DE
3849,2023-06-09,215.81,2.3,Success,1,3103,Existing,263,Gaming,Debit Card,ES
3850,2023-11-27,474.24,1.57,Success,0,2369,Existing,234,E-commerce,Debit Card,TN
3851,2023-09-21,260.6,1.3,Failed,0,2874,Existing,360,Gaming,PayPal Balance,TN
3852,2023-08-13,557.91,1.28,Success,0,2295,New,524,Retail,Debit Card,UK
3853,2023-08-05,360.42,3.41,Failed,0,2925,Existing,404,Subscriptions,Credit Card,TN
3854,2023-02-14,257.41,0.83,Success,0,5652,Existing,555,E-commerce,PayPal Balance,CA
3855,2023-08-02,167.94,3.37,Success,0,7829,Existing,699,Travel,Bank Transfer,IT
3856,2023-02-28,94.86,2.37,Success,0,4507,Existing,600,E-commerce,Credit Card,USA
3857,2023-05-12,227.31,3.48,Failed,0,6153,Existing,254,Gaming,Debit Card,ES
3858,2023-04-14,723.04,0.6,Success,0,1716,Existing,534,Retail,Credit Card,UK
3859,2023-07-14,540.99,1.12,Success,0,3552,New,343,Travel,PayPal Balance,USA
3860,2023-06-06,93.02,4.43,Failed,0,8015,Existing,517,Subscriptions,PayPal Balance,CA
3861,2023-04-08,142.82,5.0,Success,0,4020,Existing,710,Subscriptions,PayPal Balance,FR
3862,2023-08-14,296.92,4.29,Success,0,5651,Existing,424,E-commerce,Debit Card,TN
3863,2023-07-24,728.36,1.07,Success,0,4426,Existing,240,E-commerce,PayPal Balance,USA
3864,2023-03-20,38.03,1.41,Success,0,5828,New,311,Retail,Debit Card,CA
3865,2023-05-04,309.37,1.29,Success,0,5967,New,554,E-commerce,Bank Transfer,DE
3866,2023-08-06,448.3,4.4,Success,0,8491,Existing,620,E-commerce,Debit Card,IT
3867,2023-01-04,287.64,4.22,Success,0,4553,New,574,Gaming,Debit Card,USA
